"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPL62",8.18808207178652e-20,1.24894817237633,1,0.597,1.75748993588826e-15,"7","RPL6"
"COX7C",1.34077443996534e-19,1.28626291878981,0.864,0.235,2.87783825794161e-15,"7","COX7C"
"MBNL12",1.45728574064399e-19,1.17064083045882,0.97,0.265,3.12791811371827e-15,"7","MBNL1"
"RPS182",1.76588388570869e-19,1.29239034209738,1,0.792,3.79029317228513e-15,"7","RPS18"
"RPL362",2.36805070434907e-19,1.24106217916512,1,0.641,5.08278403181484e-15,"7","RPL36"
"WTAP1",2.44147904860865e-19,1.27519149267866,0.773,0.204,5.2403906299336e-15,"7","WTAP"
"MT-CO32",5.38869801640735e-19,0.785909866764712,1,0.995,1.15663014224167e-14,"7","MT-CO3"
"ZBTB201",5.43965496288275e-19,1.32522875659929,0.955,0.271,1.16756754123315e-14,"7","ZBTB20"
"RPL13A2",5.62076494972408e-19,1.03817796008682,1,0.63,1.20644098880878e-14,"7","RPL13A"
"HNRNPK3",7.2149754372667e-19,1.42354998741976,0.985,0.294,1.54862232785492e-14,"7","HNRNPK"
"TXN1",7.34272276709054e-19,1.1575213488621,1,0.285,1.57604201472831e-14,"7","TXN"
"BTF32",8.321042771343e-19,1.08960060221077,0.985,0.282,1.78602862044106e-14,"7","BTF3"
"TMSB103",9.60732920990196e-19,1.1722559225509,1,0.615,2.06211714161336e-14,"7","TMSB10"
"PFN12",9.65956444528222e-19,1.13542090129923,0.955,0.264,2.07332891253538e-14,"7","PFN1"
"DDX52",1.05273700399001e-18,1.15694058412378,1,0.59,2.25959470536416e-14,"7","DDX5"
"HMGB12",2.91989899851069e-18,1.03965601763945,0.985,0.424,6.26727121040334e-14,"7","HMGB1"
"RPL272",3.18105009922929e-18,1.41256040577217,1,0.307,6.82780593298576e-14,"7","RPL27"
"PTMA4",3.25125848837797e-18,1.06952798749638,1,0.814,6.97850121945448e-14,"7","PTMA"
"GUK11",3.46496810723007e-18,1.46798413149826,0.803,0.225,7.43720754535862e-14,"7","GUK1"
"HNRNPH12",3.69971523907395e-18,1.19843072811874,0.955,0.274,7.94106878914833e-14,"7","HNRNPH1"
"MT-CO12",5.8008098833544e-18,0.811796915041388,1,0.995,1.24508583336319e-13,"7","MT-CO1"
"TMSB4X3",6.58061808379691e-18,1.43103012473882,1,0.776,1.41246386550617e-13,"7","TMSB4X"
"RHOB1",6.71388864216321e-18,1.06752875156122,0.864,0.235,1.44106905815391e-13,"7","RHOB"
"HSPA82",6.78305521692283e-18,1.11420160677665,0.894,0.251,1.45591497176032e-13,"7","HSPA8"
"FAU1",1.32656004099371e-17,0.896554467607916,1,0.527,2.84732847198891e-13,"7","FAU"
"RPL131",1.44317665584416e-17,0.992840869385322,1,0.855,3.09763437410391e-13,"7","RPL13"
"S100A102",1.51144338469043e-17,1.35439892027352,1,0.629,3.24416208089954e-13,"7","S100A10"
"RPL412",1.52730347092088e-17,1.08843060936002,1,0.89,3.27820416998457e-13,"7","RPL41"
"RPL382",1.61119609457254e-17,1.24403362176141,1,0.451,3.4582712973905e-13,"7","RPL38"
"DDX171",1.85684785324355e-17,0.957165841751875,0.955,0.268,3.98553823220195e-13,"7","DDX17"
"ITM2B2",1.97323395249925e-17,1.09631643984615,1,0.633,4.2353493556444e-13,"7","ITM2B"
"RPS261",2.00470045957918e-17,1.1231093718127,0.985,0.513,4.30288906644076e-13,"7","RPS26"
"NPM13",2.93842715266921e-17,1.28883472636395,0.985,0.295,6.30704004048919e-13,"7","NPM1"
"SPARCL12",3.23848356202724e-17,1.47485531441343,1,0.535,6.95108111753526e-13,"7","SPARCL1"
"EIF4G21",3.85359690241969e-17,1.21437830359279,0.985,0.293,8.27136039135363e-13,"7","EIF4G2"
"RPL36AL1",6.1504533718165e-17,1.1936798094185,0.97,0.29,1.32013331172669e-12,"7","RPL36AL"
"COX4I11",6.17745695545993e-17,1.02137073770732,0.894,0.256,1.32592936091992e-12,"7","COX4I1"
"NFKBIA1",6.29821428853018e-17,1.10922827015303,1,0.496,1.35184871489012e-12,"7","NFKBIA"
"RPS15A1",6.51652175254129e-17,1.21485448407658,1,0.675,1.39870622896546e-12,"7","RPS15A"
"SEPT21",6.60960775057411e-17,1.09085174343154,0.727,0.196,1.41868620758323e-12,"7","SEPT2"
"LMNA2",6.61640261990014e-17,1.22214441213917,0.985,0.481,1.42014465833537e-12,"7","LMNA"
"IER31",1.02514883689945e-16,1.16636398542653,0.97,0.366,2.20037946352097e-12,"7","IER3"
"CTGF3",1.1966514502782e-16,1.27219829262836,0.985,0.306,2.56849267287712e-12,"7","CTGF"
"ADIRF1",1.29476768605244e-16,1.164691155136,0.758,0.211,2.77908936134295e-12,"7","ADIRF"
"EEF1D1",1.60441566462391e-16,1.24449734298699,1,0.31,3.44371778254876e-12,"7","EEF1D"
"EIF5",1.70724629205512e-16,0.958310905819482,0.788,0.221,3.6644334412671e-12,"7","EIF5"
"RPL352",1.90984304537371e-16,1.10155783244969,1,0.575,4.09928711259013e-12,"7","RPL35"
"EIF4A2",2.49380944313285e-16,0.815666530352537,0.727,0.194,5.35271258874035e-12,"7","EIF4A2"
"SOCS31",2.96147234108468e-16,1.47913640354786,1,0.359,6.35650423290416e-12,"7","SOCS3"
"EEF22",3.19170091459998e-16,1.24432141530581,0.985,0.305,6.8506668430974e-12,"7","EEF2"
"SON2",3.56482679191011e-16,1.02459223058576,0.985,0.295,7.65154422615586e-12,"7","SON"
"EIF12",3.72715884455494e-16,1.11963160570802,1,0.709,7.99997374395273e-12,"7","EIF1"
"RHOA1",4.0141995842395e-16,1.09339828132926,0.924,0.276,8.61607798761165e-12,"7","RHOA"
"MORF4L1",4.0280271883668e-16,1.12908778724915,0.97,0.29,8.6457575571105e-12,"7","MORF4L1"
"RPL37A2",4.21969895515914e-16,1.07005836490568,1,0.69,9.05716183735359e-12,"7","RPL37A"
"DDX3X2",4.34035492020289e-16,1.1344774869842,0.985,0.354,9.31613780072348e-12,"7","DDX3X"
"PCBP21",4.47446384608235e-16,0.838979696202843,0.939,0.266,9.60398919923117e-12,"7","PCBP2"
"MT-ND51",5.4965872307952e-16,0.893305136780031,1,0.932,1.17978748321788e-11,"7","MT-ND5"
"RPS141",5.95030275812533e-16,1.1027149314979,1,0.742,1.27717298400402e-11,"7","RPS14"
"TACC1",6.36586092203488e-16,0.905251522467413,0.53,0.131,1.36636838830557e-11,"7","TACC1"
"BCLAF11",7.38362919563705e-16,0.905950802175573,0.879,0.252,1.58482217055154e-11,"7","BCLAF1"
"LDHA2",7.65841680333466e-16,0.869929353367482,0.985,0.286,1.64380258266775e-11,"7","LDHA"
"DDX242",9.80766430787027e-16,0.861384464094987,0.97,0.284,2.10511706704127e-11,"7","DDX24"
"CDKN1A2",1.00063999088011e-15,1.13271804058835,0.864,0.253,2.14777367642506e-11,"7","CDKN1A"
"RBM3",1.07627991810351e-15,1.02928415874614,0.864,0.25,2.31012721621736e-11,"7","RBM3"
"ITGB12",1.21252904249532e-15,1.00475450256781,0.985,0.294,2.60257233681196e-11,"7","ITGB1"
"ANXA51",1.24357451320259e-15,1.07946527982843,0.924,0.278,2.66920833513805e-11,"7","ANXA5"
"DNAJA12",1.42212203288492e-15,0.840542060206371,1,0.294,3.0524427313842e-11,"7","DNAJA1"
"CXCL22",1.64831825402201e-15,0.945053874550082,0.773,0.226,3.53795030043284e-11,"7","CXCL2"
"RPLP22",1.95286588282115e-15,1.02326197070581,1,0.661,4.19163133088732e-11,"7","RPLP2"
"HSP90AA13",1.96538883242205e-15,0.741525820811511,0.985,0.485,4.2185105899107e-11,"7","HSP90AA1"
"ARID5B2",2.04446530404927e-15,0.877621681759161,0.955,0.282,4.38824032861136e-11,"7","ARID5B"
"TAGLN23",2.1837493242785e-15,1.03748749293475,0.97,0.292,4.68719954963137e-11,"7","TAGLN2"
"RPS27A2",2.36501145597886e-15,1.07998302111,1,0.765,5.07626058911302e-11,"7","RPS27A"
"TMA7",3.83862241497844e-15,0.961506236082043,0.894,0.27,8.23921915150972e-11,"7","TMA7"
"SERBP13",4.1140204223827e-15,0.904839796214832,0.985,0.294,8.83033343460223e-11,"7","SERBP1"
"SFPQ2",5.61624650864886e-15,1.01569229194285,0.97,0.294,1.20547115061639e-10,"7","SFPQ"
"SRRM21",5.86361486388373e-15,0.908609307335993,0.985,0.301,1.258566294384e-10,"7","SRRM2"
"CIRBP",1.16928276744091e-14,0.995328258477108,0.848,0.254,2.50974853203517e-10,"7","CIRBP"
"TNC2",1.78093016687969e-14,0.825376803973207,0.818,0.239,3.82258851019057e-10,"7","TNC"
"PNRC12",2.40472155258729e-14,1.11375267361745,0.985,0.394,5.16149434047336e-10,"7","PNRC1"
"HNRNPA2B13",2.69746583704508e-14,1.06579589347848,1,0.436,5.78984067263356e-10,"7","HNRNPA2B1"
"CDC421",2.78640748159687e-14,1.1329901750348,0.879,0.272,5.98074501849951e-10,"7","CDC42"
"TPM33",4.63583092441024e-14,1.32466400705553,0.955,0.318,9.95034749615414e-10,"7","TPM3"
"YWHAE2",5.73227177616563e-14,1.0682851822167,0.879,0.275,1.23037481403619e-09,"7","YWHAE"
"SELENOM",5.76978122344479e-14,1.13470825943692,0.742,0.227,1.23842584180019e-09,"7","SELENOM"
"ANKRD121",6.24045387335045e-14,0.778931996367508,0.864,0.259,1.33945101937594e-09,"7","ANKRD12"
"VMP1",6.83531083221413e-14,0.845736269188064,0.97,0.301,1.46713111702644e-09,"7","VMP1"
"RPS292",6.9547050934266e-14,0.98330940212676,1,0.677,1.49275790125309e-09,"7","RPS29"
"RBM25",8.47285447220409e-14,0.994835709180172,0.848,0.262,1.81861348391389e-09,"7","RBM25"
"CHCHD22",1.14685570536878e-13,1.11485173288233,0.667,0.198,2.46161108600355e-09,"7","CHCHD2"
"RBM392",1.42916438242272e-13,1.0501160861817,0.985,0.323,3.06755843043212e-09,"7","RBM39"
"PRRC2C2",1.93623731939838e-13,1.11996099106738,0.97,0.321,4.15593978235669e-09,"7","PRRC2C"
"TPM41",2.25545885569206e-13,1.25420134606414,0.97,0.324,4.84111688785745e-09,"7","TPM4"
"SOD22",2.36019579640145e-13,1.03146707625982,1,0.567,5.06592425739607e-09,"7","SOD2"
"DYNLL1",2.39700289911776e-13,0.942231852517125,0.833,0.256,5.14492702266636e-09,"7","DYNLL1"
"SKP11",2.79011278753942e-13,1.09417741759696,0.97,0.308,5.98869808717461e-09,"7","SKP1"
"CD92",2.810762470631e-13,0.92815392834852,0.742,0.223,6.03302056696238e-09,"7","CD9"
"NSA22",2.95769280027704e-13,0.984868292978352,0.667,0.196,6.34839182651464e-09,"7","NSA2"
"GNG11",3.08928811833372e-13,1.45338563404921,0.273,0.056,6.63084801719149e-09,"7","GNG11"
"PLTP1",3.19223747221382e-13,1.09466552886717,0.652,0.191,6.85181851035975e-09,"7","PLTP"
"GPX41",3.58248177263094e-13,1.0638505660096,0.848,0.271,7.68943887677504e-09,"7","GPX4"
"NFKBIZ2",3.6522782902915e-13,0.698253916319852,0.985,0.307,7.83925012228167e-09,"7","NFKBIZ"
"ATF3",4.80972774330471e-13,1.07836665441695,0.848,0.268,1.03235996282292e-08,"7","ATF3"
"IFITM32",4.82565986112093e-13,1.57247764775704,1,0.437,1.035779632591e-08,"7","IFITM3"
"HLA-A2",4.8952646833512e-13,0.812109897948791,1,0.675,1.0507196116345e-08,"7","HLA-A"
"ATP2B12",6.88069793801728e-13,1.04175739620982,0.667,0.205,1.47687300541603e-08,"7","ATP2B1"
"ZFAS1",9.06639483606415e-13,0.816572756678583,0.485,0.131,1.94601098761281e-08,"7","ZFAS1"
"CANX",9.38739684267724e-13,0.796173280377726,0.864,0.265,2.01491085831224e-08,"7","CANX"
"MT-CO22",9.50144070538487e-13,0.583128450909795,1,0.998,2.03938923300381e-08,"7","MT-CO2"
"RPL43",1.06296100159515e-12,1.38543429818955,1,0.369,2.28153949382383e-08,"7","RPL4"
"EEF1B21",1.09071359329949e-12,1.01686520245292,1,0.331,2.34110765665803e-08,"7","EEF1B2"
"CD812",1.10143590593736e-12,1.45560127348163,0.985,0.338,2.36412202850394e-08,"7","CD81"
"COX6C1",1.16275581070426e-12,1.13011031867125,0.955,0.32,2.49573907209562e-08,"7","COX6C"
"RPL341",1.23777446208035e-12,0.871144568449872,1,0.87,2.65675910540926e-08,"7","RPL34"
"H3F3A3",1.39016183416134e-12,1.37871716086096,1,0.374,2.9838433608439e-08,"7","H3F3A"
"GADD45B1",1.7726111933073e-12,0.84338274212746,1,0.38,3.80473266531478e-08,"7","GADD45B"
"ACTG12",2.00645722109903e-12,0.910758900867269,1,0.564,4.30665977936695e-08,"7","ACTG1"
"S100A62",2.4186137267712e-12,1.02274790711829,1,0.742,5.19131250314171e-08,"7","S100A6"
"RPS271",2.44502583546651e-12,0.846026967892792,1,0.884,5.24800345324531e-08,"7","RPS27"
"CDV3",3.25013631037394e-12,1.09941595232895,0.621,0.193,6.97609257658662e-08,"7","CDV3"
"CALM23",3.35649741421985e-12,0.826093241608569,0.97,0.309,7.20438604988149e-08,"7","CALM2"
"A2M1",3.87792960611948e-12,1.31204282312362,0.273,0.06,8.32358810657485e-08,"7","A2M"
"HSPB11",4.13264739461925e-12,0.69485947494667,0.773,0.241,8.87031436781077e-08,"7","HSPB1"
"BZW12",4.33760296551835e-12,0.988588488613455,0.985,0.334,9.31023100518858e-08,"7","BZW1"
"MT-ND61",4.3810227652438e-12,0.994885668944979,0.97,0.327,9.40342726331929e-08,"7","MT-ND6"
"PDIA31",5.42956193440248e-12,0.738501464267233,0.97,0.308,1.16540117360015e-07,"7","PDIA3"
"RPS111",6.52887053643535e-12,0.990936103194354,0.985,0.632,1.40135677194048e-07,"7","RPS11"
"LAPTM4A2",6.72616557001203e-12,0.657348441441664,0.909,0.283,1.44370417794738e-07,"7","LAPTM4A"
"SEC62",9.04330216898239e-12,0.83755374605867,0.894,0.29,1.94105437755038e-07,"7","SEC62"
"TMBIM6",1.10445801220343e-11,0.825813680574918,0.833,0.269,2.37060867739344e-07,"7","TMBIM6"
"MT-ATP82",1.7495628565394e-11,0.899582711912899,0.955,0.395,3.75526171527617e-07,"7","MT-ATP8"
"RPL101",2.34400228898507e-11,0.845413049890694,1,0.908,5.03116651307756e-07,"7","RPL10"
"COL6A23",2.35131007605377e-11,1.24096400291952,0.955,0.344,5.04685194724182e-07,"7","COL6A2"
"UBA522",2.9225475360061e-11,1.14348217121031,0.985,0.486,6.27295603128349e-07,"7","UBA52"
"LRP12",3.03340758886592e-11,1.14642885154974,0.909,0.307,6.51090604874181e-07,"7","LRP1"
"UBB3",3.39379607207276e-11,0.854659757652462,0.985,0.335,7.28444388909697e-07,"7","UBB"
"RPS27L1",3.40808503278057e-11,1.14796777245942,0.758,0.26,7.31511371436022e-07,"7","RPS27L"
"KLF62",3.52382118098566e-11,0.839927185278698,0.985,0.588,7.56352978286761e-07,"7","KLF6"
"RPL312",5.07252559778006e-11,1.03221568661773,0.97,0.336,1.08876689430751e-06,"7","RPL31"
"IRF11",5.21218384963073e-11,0.633549866636314,0.985,0.325,1.11874314148474e-06,"7","IRF1"
"YBX13",5.41611661381066e-11,1.07989378594158,0.97,0.346,1.16251526998832e-06,"7","YBX1"
"CAV13",5.49478686704707e-11,1.24808252911268,1,0.371,1.17940105314298e-06,"7","CAV1"
"YWHAB2",5.50654895915433e-11,0.879418867244609,0.682,0.222,1.18192566859288e-06,"7","YWHAB"
"DSTN1",6.09441603195693e-11,0.889086677114679,0.985,0.419,1.30810545709924e-06,"7","DSTN"
"NPC21",6.39453603716323e-11,0.778923558388115,0.864,0.289,1.37252321501672e-06,"7","NPC2"
"AHNAK1",6.78231454322529e-11,0.750360191764893,0.985,0.568,1.45575599355788e-06,"7","AHNAK"
"SPARC3",7.38332404038796e-11,0.97416455557195,0.97,0.353,1.58475667202887e-06,"7","SPARC"
"PFDN51",8.64317189287907e-11,1.08022847751321,0.97,0.347,1.85517041508756e-06,"7","PFDN5"
"HNRNPC3",9.2643200407358e-11,0.896850870411748,0.97,0.33,1.98849365354353e-06,"7","HNRNPC"
"MT1E2",1.0977921798388e-10,0.759625991500572,0.864,0.286,2.35630113480599e-06,"7","MT1E"
"CD992",1.24470300551151e-10,1.00886669715213,0.985,0.35,2.6716305310299e-06,"7","CD99"
"BTG12",1.75715709487162e-10,0.627007697617336,1,0.549,3.77156198843244e-06,"7","BTG1"
"CFL12",1.95865218405109e-10,0.929086572287693,1,0.355,4.20405104784725e-06,"7","CFL1"
"TIMP22",2.04074698930728e-10,0.931573088928817,0.879,0.299,4.38025933784915e-06,"7","TIMP2"
"DPYSL22",2.46932844319154e-10,0.608671065719492,0.758,0.246,5.30016657046633e-06,"7","DPYSL2"
"MT1X1",2.48328654003684e-10,0.434320419699494,0.939,0.308,5.33012622953507e-06,"7","MT1X"
"CALR2",2.5968060462693e-10,0.764173651672543,0.924,0.314,5.57378449771243e-06,"7","CALR"
"GAPDH3",2.74345949542426e-10,1.04493691557629,0.985,0.376,5.88856146097863e-06,"7","GAPDH"
"JUNB",2.91427994361188e-10,0.66126260937601,1,0.579,6.25521047096855e-06,"7","JUNB"
"NCL3",7.56957927743016e-10,1.13867414989644,1,0.377,1.62473449610761e-05,"7","NCL"
"ZFP36L21",7.60551079076211e-10,0.640111300293592,0.985,0.342,1.63244683612918e-05,"7","ZFP36L2"
"MTDH1",8.10243752799705e-10,0.625694408539327,0.621,0.2,1.73910719100929e-05,"7","MTDH"
"PLA2G2A2",9.40666627025129e-10,0.957657866577449,1,0.693,2.01904684824674e-05,"7","PLA2G2A"
"HNRNPU3",9.75316781748357e-10,0.821316335239706,0.985,0.354,2.09341994034467e-05,"7","HNRNPU"
"HLA-C1",1.34598105241604e-09,0.51348844725635,1,0.569,2.88901373090578e-05,"7","HLA-C"
"SRGN3",1.45182339140714e-09,0.751431249962167,0.879,0.308,3.1161937273163e-05,"7","SRGN"
"CD632",2.9904335579367e-09,0.626108132760656,0.985,0.576,6.41866658875532e-05,"7","CD63"
"SQSTM11",3.13221847428793e-09,0.789844092212745,0.985,0.353,6.72299373321161e-05,"7","SQSTM1"
"RGCC2",3.54418701160061e-09,0.635090373345784,0.788,0.267,7.60724300169955e-05,"7","RGCC"
"SRP142",4.33446293362148e-09,1.12423683745603,1,0.378,9.30349124072514e-05,"7","SRP14"
"CXCL82",5.58542472847238e-09,0.441820936580436,0.788,0.295,0.000119885556371931,"7","CXCL8"
"RPLP12",5.59260600231441e-09,0.72879880759251,1,0.936,0.000120039695233677,"7","RPLP1"
"RPL392",6.96901951670352e-09,0.921163801872145,1,0.839,0.000149583034906524,"7","RPL39"
"XIST3",8.75814543837652e-09,0.683299404209748,0.773,0.436,0.000187984833689314,"7","XIST"
"RPS282",8.99773917933225e-09,0.853445357199359,1,0.819,0.000193127473745187,"7","RPS28"
"CCNL12",9.96212699563984e-09,0.941220004105426,0.97,0.405,0.000213827093834414,"7","CCNL1"
"EPAS1",1.04542988192093e-08,1.77861137607831,0.318,0.097,0.000224391069855507,"7","EPAS1"
"PRDX13",1.12700759915e-08,0.831945911845112,0.773,0.285,0.000241900911081556,"7","PRDX1"
"PPIB2",1.18320274792276e-08,0.539988913840386,0.939,0.331,0.00025396263781414,"7","PPIB"
"PPIA3",1.25437552457833e-08,1.10162286005039,0.97,0.391,0.000269239162595492,"7","PPIA"
"SGK12",1.74667249288416e-08,0.572010536083931,0.894,0.32,0.000374905783872657,"7","SGK1"
"OAZ12",1.81482617259347e-08,0.684056501731627,0.924,0.337,0.000389534289685463,"7","OAZ1"
"MT-ND31",1.86388029416863e-08,0.491792621596266,1,0.999,0.000400063266340355,"7","MT-ND3"
"TXNIP1",4.33957659798553e-08,1.03400345752743,0.788,0.312,0.000931446720991614,"7","TXNIP"
"NAMPT2",5.87667720614464e-08,0.819677347665045,0.985,0.377,0.00126136999552689,"7","NAMPT"
"RPSA2",7.50607041748607e-08,0.845784413051898,0.985,0.397,0.00161110295440921,"7","RPSA"
"ATRX",7.9531628580571e-08,0.720502074284476,0.5,0.177,0.00170706687585338,"7","ATRX"
"RPS82",8.21434638503835e-08,0.585860271270432,1,0.88,0.00176312730808463,"7","RPS8"
"H3F3B2",8.5509763527073e-08,0.535186475861841,1,0.649,0.0018353815643451,"7","H3F3B"
"C11orf961",8.81428394674698e-08,0.825970940065435,0.985,0.369,0.00189189790632977,"7","C11orf96"
"ANKRD282",9.43346457121482e-08,0.361146549882168,0.864,0.307,0.00202479883556555,"7","ANKRD28"
"MYL62",9.57290532821986e-08,1.03305000032704,0.985,0.455,0.00205472839964911,"7","MYL6"
"FTL1",1.18916213154883e-07,0.5626384187171,1,0.774,0.0025524175991564,"7","FTL"
"CALM11",1.41437656357399e-07,0.907576136850726,0.985,0.41,0.00303581785605521,"7","CALM1"
"ANXA22",1.87384086774516e-07,0.644117046442708,1,0.387,0.00402201203852821,"7","ANXA2"
"LUM2",2.04535646862392e-07,0.753440476531387,0.955,0.497,0.00439015312425437,"7","LUM"
"YWHAZ2",2.42687536894474e-07,0.717909516844007,0.97,0.379,0.00520904529190299,"7","YWHAZ"
"TRA2B1",2.54565185597545e-07,0.75033724169438,0.515,0.188,0.00546398714366571,"7","TRA2B"
"PLAC91",3.07448674197335e-07,0.50881367268187,0.833,0.312,0.0065990783429716,"7","PLAC9"
"C1S2",5.16491146071932e-07,0.62344297831981,0.955,0.358,0.0110859659592879,"7","C1S"
"PABPC12",6.32221705512655e-07,0.393210477245995,1,0.55,0.0135700066871236,"7","PABPC1"
"FTH13",8.51699411823933e-07,0.413732108703345,1,0.778,0.0182808761753889,"7","FTH1"
"APLP22",9.4938724624861e-07,0.636864702643416,0.985,0.372,0.0203776478534802,"7","APLP2"
"SERF22",1.31285036797064e-06,0.621639214479588,1,0.663,0.0281790202981218,"7","SERF2"
"FSTL12",1.67587188496103e-06,0.368687328089718,0.955,0.358,0.0359709141388035,"7","FSTL1"
"RRBP11",2.71801641100057e-06,0.703606655554016,0.97,0.394,0.0583395042457161,"7","RRBP1"
"COL3A13",3.21586222330864e-06,0.591164740323415,0.97,0.441,0.0690252667610966,"7","COL3A1"
"S100A113",3.21787974671643e-06,0.950817407810244,0.985,0.422,0.0690685708835214,"7","S100A11"
"ACTB2",3.6980791880916e-06,0.59055152325211,1,0.76,0.0793755716931981,"7","ACTB"
"RSRC23",4.31184148666913e-06,0.590674412166452,0.515,0.199,0.0925493656698661,"7","RSRC2"
"FILIP1L",4.50885218215937e-06,1.02933438446462,0.273,0.092,0.0967780032378687,"7","FILIP1L"
"C1R2",6.77576934671068e-06,0.754882405828454,0.985,0.41,0.145435113257798,"7","C1R"
"AKAP91",1.08604896839726e-05,0.515440830074126,0.561,0.224,0.233109550576788,"7","AKAP9"
"TNFAIP31",1.75863077455856e-05,0.380756277325173,0.864,0.346,0.377472509451249,"7","TNFAIP3"
"CD442",2.54867592575876e-05,0.359755862369385,0.924,0.372,0.54704780070486,"7","CD44"
"SH3BGRL34",3.31646444252396e-05,0.417553129673777,0.985,0.401,0.711845927943344,"7","SH3BGRL3"
"ZFP36L11",3.33280734144144e-05,0.453939209242165,0.97,0.398,0.71535376776699,"7","ZFP36L1"
"GNAS2",4.35307386755446e-05,0.479715307779777,0.985,0.399,0.934343774931889,"7","GNAS"
"ZEB22",4.54306410094413e-05,0.309088228084395,0.712,0.29,0.975123278626649,"7","ZEB2"
"FUS2",4.57186192721968e-05,0.495238835071593,0.985,0.396,0.981304444058432,"7","FUS"
"RPS52",5.21159021179041e-05,0.64327039834222,1,0.461,1,"7","RPS5"
"BTG2",6.03079617386255e-05,0.384963563365643,0.697,0.294,1,"7","BTG2"
"HSPA51",6.46532626491161e-05,0.484491230342891,0.985,0.418,1,"7","HSPA5"
"PPP1R15A2",8.29655770759036e-05,0.629388019028164,0.97,0.421,1,"7","PPP1R15A"
"PKM2",8.47215973789807e-05,0.653724648609726,0.47,0.199,1,"7","PKM"
"EIF3A",9.80808887755229e-05,0.438475202624529,0.515,0.219,1,"7","EIF3A"
"EIF4B",0.000100861502211839,1.03707297709852,0.348,0.149,1,"7","EIF4B"
"MCL11",0.000119585094429731,0.468497692811489,0.97,0.411,1,"7","MCL1"
"TIMP12",0.000134017596388707,0.259655902486997,0.985,0.609,1,"7","TIMP1"
"SRRM12",0.000166677331297501,1.18571680604404,0.455,0.202,1,"7","SRRM1"
"TSC22D31",0.00024532575453406,0.279735052483831,0.864,0.36,1,"7","TSC22D3"
"UBC2",0.000248660095818741,0.258947766996382,1,0.706,1,"7","UBC"
"IFI271",0.000298385445908679,0.366447040961822,0.97,0.441,1,"7","IFI27"
"LGALS13",0.000323052916991783,0.441058577260994,0.909,0.391,1,"7","LGALS1"
"CRTAC12",0.000491648283699562,0.322663636013802,0.909,0.394,1,"7","CRTAC1"
"ABI3BP2",0.000720108195590682,0.296573358131204,0.758,0.339,1,"7","ABI3BP"
"PSMA71",0.00110294646658908,0.631425856986904,0.379,0.175,1,"7","PSMA7"
"SH3BGRL1",0.00156786152385914,0.901448949713511,0.424,0.215,1,"7","SH3BGRL"
"PSAP1",0.00266525182065035,0.340523551283169,0.985,0.569,1,"7","PSAP"
"CD551",0.00666911472863769,0.574526954228934,0.424,0.219,1,"7","CD55"
"CFD2",0.00771033782903231,0.547576657858809,0.985,0.513,1,"7","CFD"
